Id,State,Gender,Residential,Age_years,Weight_kg,Height_cm,BMI_kg_m2,BMI_cat,BroadJump_cm,Speed20m_s,SitReach_cm,HandWallToss_no
948,Selangor,F,Urban,7.0,23.0,116.0,17.1,Normal,65,6.6,24,1
949,Selangor,F,Rural,7.1,20.0,119.0,14.1,Normal,84,5.3,26,4
950,Selangor,F,Rural,7.1,23.0,118.5,16.4,Normal,96,5.1,24,7
951,Selangor,F,Urban,7.0,23.0,122.0,15.5,Normal,104,6.6,25,1
952,Selangor,F,Rural,7.1,26.0,124.0,16.9,Normal,90,5.2,18,1
953,Selangor,F,Rural,7.0,19.0,115.0,14.4,Normal,85,4.9,25,1
954,Selangor,F,Urban,7.1,20.0,119.0,14.1,Normal,74,5.2,29,1
955,Selangor,F,Urban,7.1,21.0,124.0,13.7,Normal,96,6.2,27,1
956,Terengganu,F,Rural,7.1,16.0,118.0,11.5,Severe thinness,120,4.8,31,7
957,Terengganu,F,Rural,7.1,17.5,112.6,13.8,Normal,106,4.8,31,9
958,Terengganu,F,Rural,7.1,19.3,115.5,14.5,Normal,112,5.4,29,7
959,Terengganu,F,Urban,7.0,20.5,123.0,13.6,Normal,111,5.6,34,5
960,Terengganu,F,Rural,7.0,23.0,119.0,16.2,Normal,105,5.2,27,9
961,Terengganu,F,Urban,7.1,20.0,119.0,14.1,Normal,94,4.7,27,6
962,Terengganu,F,Rural,7.1,23.7,122.1,15.9,Normal,105,4.9,27,3
963,Terengganu,F,Urban,7.0,20.1,117.0,14.7,Normal,99,4.7,31,1
964,Terengganu,F,Rural,7.0,19.1,116.0,14.2,Normal,86,4.4,26,5
965,Terengganu,F,Rural,7.0,20.5,112.0,16.3,Normal,96,5.3,27,6
966,Terengganu,F,Urban,7.1,25.0,127.0,15.5,Normal,100,5.4,26,5
967,Terengganu,F,Urban,7.0,18.9,111.4,15.2,Normal,99,5.0,28,1
968,Terengganu,F,Rural,7.1,23.0,115.6,17.2,Normal,86,5.3,27,6
969,Terengganu,F,Urban,7.0,18.7,112.0,14.9,Normal,81,5.0,29,3
970,Terengganu,F,Urban,7.0,18.7,112.0,14.9,Normal,81,5.0,29,3
971,Terengganu,F,Rural,7.1,37.5,125.0,24.0,Obesity,75,5.5,31,4
972,Terengganu,F,Rural,7.1,19.8,117.0,14.5,Normal,77,5.6,28,7
973,Terengganu,F,Urban,7.1,20.0,119.0,14.1,Normal,72,4.8,27,3
974,Terengganu,F,Rural,7.0,19.9,117.0,14.5,Normal,74,5.1,33,1
975,Terengganu,F,Urban,7.0,17.2,113.0,13.5,Normal,75,5.1,31,1
976,Terengganu,F,Rural,7.1,17.0,119.5,11.9,Thinness,100,6.0,23,6
977,Terengganu,F,Rural,7.0,17.3,112.0,13.8,Normal,88,5.5,31,1
978,Terengganu,F,Urban,7.0,30.6,124.0,19.9,Obesity,79,5.2,25,5
979,Terengganu,F,Urban,7.0,38.0,106.0,33.8,Obesity,86,5.0,28,1
980,Terengganu,F,Urban,7.1,22.5,116.0,16.7,Normal,87,5.4,24,5
981,Terengganu,F,Urban,7.1,18.7,115.0,14.1,Normal,82,5.5,27,4
982,Terengganu,F,Rural,7.1,20.3,110.0,16.8,Normal,78,4.7,24,2
983,Terengganu,F,Rural,7.0,23.2,120.0,16.1,Normal,109,5.4,23,1
984,Terengganu,F,Rural,7.1,15.2,106.5,13.4,Normal,100,5.5,22,3
985,Terengganu,F,Urban,7.0,17.5,112.4,13.9,Normal,76,5.6,28,4
986,Terengganu,F,Rural,7.1,18.0,117.0,13.1,Normal,76,5.2,29,1
987,Terengganu,F,Rural,7.1,20.5,121.0,14.0,Normal,69,5.5,30,2
988,Terengganu,F,Urban,7.1,23.4,119.0,16.5,Normal,61,6.0,31,3
989,Terengganu,F,Urban,7.0,22.4,124.0,14.6,Normal,90,5.9,25,3
990,Terengganu,F,Rural,7.0,17.3,112.0,13.8,Normal,89,5.8,24,2
991,Terengganu,F,Rural,7.1,18.0,117.0,13.1,Normal,79,6.2,17,6
992,Terengganu,F,Rural,7.1,19.1,114.0,14.7,Normal,84,5.7,27,1
993,Terengganu,F,Rural,7.1,19.0,117.0,13.9,Normal,92,5.8,25,1
994,Terengganu,F,Rural,7.0,19.9,117.2,14.5,Normal,83,5.2,9,1
995,Terengganu,F,Urban,7.1,18.5,111.5,14.9,Normal,88,6.0,21,1
996,Terengganu,F,Rural,7.0,17.1,113.0,13.4,Normal,75,5.5,22,1
997,Terengganu,F,Rural,7.0,17.6,117.0,12.9,Normal,51,5.4,23,1
998,Terengganu,F,Urban,7.1,16.5,111.4,13.3,Normal,57,6.0,27,1
999,Terengganu,F,Rural,7.1,25.0,123.0,16.5,Normal,72,5.7,16,1
1000,Johor,M,Rural,7.1,32.0,118.5,22.8,Obesity,102,4.2,38,5
1001,Johor,M,Urban,7.0,28.9,126.0,18.2,Overweight,111,5.0,32,9
1002,Johor,M,Urban,7.0,23.0,121.0,15.7,Normal,134,4.8,29,6
1003,Johor,M,Rural,7.0,25.0,122.5,16.7,Normal,119,4.8,28,8
1004,Johor,M,Urban,7.1,22.0,120.0,15.3,Normal,117,4.2,20,10
1005,Johor,M,Urban,7.1,18.5,112.0,14.7,Normal,130,4.5,27,5
1006,Johor,M,Rural,7.1,23.0,121.8,15.5,Normal,145,4.5,28,3
1007,Johor,M,Urban,7.0,21.0,120.0,14.6,Normal,132,4.6,28,4
1008,Johor,M,Rural,7.1,26.5,127.0,16.4,Normal,102,4.4,26,9
1009,Johor,M,Urban,7.1,19.8,118.0,14.2,Normal,114,5.0,29,8
1010,Johor,M,Rural,7.1,18.5,111.8,14.8,Normal,130,4.9,27,7
1011,Johor,M,Rural,7.0,23.0,119.0,16.2,Normal,102,3.9,34,2
1012,Johor,M,Urban,7.0,20.0,121.0,13.7,Normal,105,4.5,30,5
1013,Johor,M,Urban,7.0,24.0,119.0,16.9,Normal,115,4.7,30,4
1014,Johor,M,Urban,7.1,22.0,123.0,14.5,Normal,115,4.8,27,7
1015,Johor,M,Rural,7.1,19.6,115.0,14.8,Normal,111,4.8,26,9
1016,Johor,M,Rural,7.0,20.6,115.3,15.5,Normal,115,4.8,23,9
1017,Johor,M,Rural,7.0,21.0,117.0,15.3,Normal,115,4.6,22,8
1018,Johor,M,Urban,7.0,18.0,118.0,12.9,Thinness,107,4.4,25,7
1019,Johor,M,Urban,7.1,23.0,124.0,15.0,Normal,88,4.6,33,6
1020,Johor,M,Rural,7.1,22.0,117.0,16.1,Normal,138,5.4,37,3
1021,Johor,M,Urban,7.0,19.7,120.0,13.7,Normal,106,5.2,35,6
1022,Johor,M,Urban,7.0,19.6,118.5,14.0,Normal,108,5.5,30,9
1023,Johor,M,Rural,7.1,33.3,120.5,22.9,Obesity,103,4.6,27,6
1024,Johor,M,Urban,7.1,30.7,124.0,20.0,Obesity,119,5.1,33,3
1025,Johor,M,Urban,7.1,27.0,124.0,17.6,Overweight,109,4.6,24,7
1026,Johor,M,Urban,7.0,21.0,122.0,14.1,Normal,112,4.2,26,3
1027,Johor,M,Urban,7.1,22.9,120.1,15.9,Normal,91,4.0,23,9
1028,Johor,M,Urban,7.0,21.8,116.9,16.0,Normal,84,4.4,28,7
1029,Johor,M,Urban,7.1,31.5,131.0,18.4,Overweight,87,4.8,31,7
1030,Johor,M,Urban,7.0,24.0,117.5,17.4,Overweight,125,4.8,30,1
1031,Johor,M,Urban,7.0,20.7,116.0,15.4,Normal,104,3.9,29,1
1032,Johor,M,Urban,7.1,21.3,124.0,13.9,Normal,109,4.5,18,8
1033,Johor,M,Urban,7.0,18.0,108.5,15.3,Normal,113,4.9,33,1
1034,Johor,M,Urban,7.0,18.0,114.0,13.9,Normal,112,4.8,27,4
1035,Johor,M,Rural,7.0,21.0,121.0,14.3,Normal,87,4.6,26,9
1036,Johor,M,Urban,7.0,20.9,116.0,15.5,Normal,95,4.9,27,9
1037,Johor,M,Urban,7.1,24.0,115.0,18.1,Overweight,106,4.9,32,2
1038,Johor,M,Urban,7.0,25.0,124.0,16.3,Normal,125,4.8,26,2
1039,Johor,M,Rural,7.1,22.0,125.5,14.0,Normal,117,5.1,26,6
1040,Johor,M,Rural,7.0,19.0,117.0,13.9,Normal,108,4.9,27,5
1041,Johor,M,Rural,7.0,21.0,119.0,14.8,Normal,129,5.0,22,6
1042,Johor,M,Urban,7.0,17.0,112.0,13.6,Normal,113,4.8,29,1
1043,Johor,M,Urban,7.1,23.0,119.0,16.2,Normal,98,5.0,25,9
1044,Johor,M,Rural,7.1,23.0,118.0,16.5,Normal,95,4.9,24,9
1045,Johor,M,Rural,7.1,21.0,115.0,15.9,Normal,130,5.9,24,8
1046,Johor,M,Rural,7.1,28.6,127.0,17.7,Overweight,93,4.8,25,8
1047,Johor,M,Rural,7.1,16.0,110.0,13.2,Normal,108,5.2,29,4
1048,Johor,M,Urban,7.1,26.0,120.0,18.1,Overweight,107,5.4,36,2
1049,Johor,M,Urban,7.0,19.0,115.0,14.4,Normal,118,4.6,19,4
1050,Johor,M,Rural,7.1,32.0,108.0,27.4,Obesity,102,5.8,29,7
1051,Johor,M,Urban,7.0,24.0,131.0,14.0,Normal,103,5.2,28,5
1052,Johor,M,Urban,7.0,41.3,126.0,26.0,Obesity,78,4.7,33,2
1053,Johor,M,Urban,7.0,19.8,117.0,14.5,Normal,94,5.2,37,3
1054,Johor,M,Urban,7.1,20.5,119.0,14.5,Normal,120,4.8,25,1
1055,Johor,M,Urban,7.1,17.0,112.0,13.6,Normal,103,5.0,26,5
1056,Johor,M,Rural,7.1,24.0,125.0,15.4,Normal,96,4.3,19,5
1057,Johor,M,Urban,7.1,27.0,124.0,17.6,Overweight,102,4.6,25,2
1058,Johor,M,Rural,7.0,25.8,122.5,17.2,Overweight,96,5.1,20,10
1059,Johor,M,Rural,7.0,19.0,118.0,13.6,Normal,84,4.8,22,8
1060,Johor,M,Urban,7.1,24.0,117.0,17.5,Overweight,100,5.6,27,6
1061,Johor,M,Urban,7.1,21.9,118.0,15.7,Normal,70,4.9,28,5
1062,Johor,M,Urban,7.1,20.0,116.5,14.7,Normal,108,4.8,26,1
1063,Johor,M,Urban,7.0,27.1,119.0,19.1,Obesity,90,5.7,31,5
1064,Johor,M,Rural,7.1,17.5,113.0,13.7,Normal,96,4.8,15,7
1065,Johor,M,Urban,7.0,20.0,120.0,13.9,Normal,95,5.0,28,2
1066,Johor,M,Urban,7.1,20.0,118.0,14.4,Normal,101,4.6,23,1
1067,Johor,M,Urban,7.1,23.0,122.0,15.5,Normal,107,5.1,27,1
1068,Johor,M,Urban,7.1,32.2,117.0,23.5,Obesity,79,4.7,31,1
1069,Johor,M,Rural,7.1,22.3,125.0,14.3,Normal,103,5.9,27,5
1070,Johor,M,Urban,7.1,43.0,126.0,27.1,Obesity,82,5.1,26,6
1071,Johor,M,Rural,7.1,30.6,121.7,20.7,Obesity,91,4.9,24,4
1072,Johor,M,Rural,7.1,37.0,122.0,24.9,Obesity,101,5.8,30,1
1073,Johor,M,Urban,7.0,19.6,120.2,13.6,Normal,105,5.7,19,7
1074,Johor,M,Urban,7.1,19.3,114.0,14.9,Normal,98,5.3,28,1
1075,Johor,M,Rural,7.1,23.5,126.0,14.8,Normal,65,5.2,33,1
1076,Johor,M,Urban,7.1,37.0,127.0,22.9,Obesity,116,6.7,26,1
1077,Johor,M,Urban,7.0,25.0,120.5,17.2,Overweight,100,5.3,24,4
1078,Johor,M,Urban,7.1,20.0,115.0,15.1,Normal,102,5.3,20,5
1079,Johor,M,Urban,7.1,20.0,110.6,16.4,Normal,73,4.9,27,2
1080,Johor,M,Rural,7.1,32.7,120.5,22.5,Obesity,68,5.0,26,3
1081,Johor,M,Rural,7.1,23.1,121.0,15.8,Normal,82,5.3,24,6
1082,Johor,M,Urban,7.1,21.0,125.0,13.4,Normal,108,5.5,26,1
1083,Johor,M,Urban,7.1,19.0,109.0,16.0,Normal,98,5.4,22,4
1084,Johor,M,Rural,7.1,19.0,117.0,13.9,Normal,93,5.1,22,3
1085,Johor,M,Rural,7.1,19.1,123.0,12.6,Thinness,77,5.7,24,7
1086,Johor,M,Urban,7.0,22.4,119.0,15.8,Normal,91,5.8,27,2
1087,Johor,M,Urban,7.0,30.0,127.0,18.6,Overweight,102,9.0,26,1
1088,Johor,M,Urban,7.0,22.0,120.0,15.3,Normal,70,5.0,20,5
1089,Johor,M,Rural,7.1,24.4,122.0,16.4,Normal,83,4.9,22,1
1090,Johor,M,Urban,7.0,25.0,117.0,18.3,Overweight,115,5.4,17,1
1091,Johor,M,Rural,7.1,27.0,124.5,17.4,Overweight,79,6.0,31,1
1092,Johor,M,Urban,7.0,23.8,123.0,15.7,Normal,87,5.6,25,3
1093,Johor,M,Urban,7.0,25.1,120.0,17.4,Overweight,85,5.7,28,1
1094,Johor,M,Urban,7.1,22.6,122.5,15.1,Normal,81,5.1,26,1
1095,Johor,M,Urban,7.0,30.0,121.0,20.5,Obesity,61,5.5,30,1
1096,Johor,M,Urban,7.0,21.0,122.0,14.1,Normal,85,5.2,18,4
1097,Johor,M,Urban,7.0,21.4,128.0,13.1,Normal,86,5.4,18,4
1098,Johor,M,Urban,7.1,22.0,113.0,17.2,Overweight,92,5.4,23,1
1099,Johor,M,Urban,7.1,18.6,116.5,13.7,Normal,71,5.3,25,1
1100,Johor,M,Urban,7.0,33.0,132.0,18.9,Overweight,100,7.0,15,2
1101,Johor,M,Rural,7.0,17.0,113.0,13.3,Normal,71,5.3,23,1
1102,Johor,M,Urban,7.1,25.0,128.0,15.3,Normal,84,5.1,19,1
1103,Johor,M,Rural,7.1,34.5,119.0,24.4,Obesity,61,5.7,23,2
1104,Johor,M,Urban,7.0,25.0,118.0,18.0,Overweight,79,5.1,16,1
1105,Johor,M,Urban,7.0,19.5,113.0,15.3,Normal,68,6.9,23,2
1106,Johor,M,Urban,7.0,36.0,133.0,20.4,Obesity,75,6.0,17,1
1107,Johor,M,Rural,7.0,15.0,110.0,12.4,Thinness,71,6.2,15,1
1108,Kedah,M,Urban,7.0,19.0,117.5,13.8,Normal,117,4.8,29,9
1109,Kedah,M,Rural,7.1,18.0,115.0,13.6,Normal,124,4.8,26,10
1110,Kedah,M,Rural,7.0,18.0,113.0,14.1,Normal,115,4.4,35,3
1111,Kedah,M,Urban,7.1,30.0,124.0,19.5,Obesity,142,4.7,31,4
1112,Kedah,M,Urban,7.1,21.5,116.0,16.0,Normal,127,4.8,40,2
1113,Kedah,M,Urban,7.0,20.0,117.0,14.6,Normal,132,4.7,24,8
1114,Kedah,M,Urban,7.1,20.5,117.2,14.9,Normal,96,4.5,28,9
1115,Kedah,M,Urban,7.1,21.0,122.0,14.1,Normal,148,4.4,26,2
1116,Kedah,M,Rural,7.0,22.0,118.8,15.6,Normal,113,4.7,34,3
1117,Kedah,M,Rural,7.0,16.5,111.0,13.4,Normal,123,4.7,20,9
1118,Kedah,M,Urban,7.1,17.1,112.0,13.6,Normal,116,4.4,27,4
1119,Kedah,M,Urban,7.1,20.0,121.0,13.7,Normal,112,4.5,28,4
1120,Kedah,M,Urban,7.1,23.0,124.3,14.9,Normal,99,4.7,26,10
1121,Kedah,M,Urban,7.1,22.0,120.1,15.3,Normal,127,5.1,29,6
1122,Kedah,M,Rural,7.1,11.1,113.5,8.6,Severe thinness,126,5.2,28,7
1123,Kedah,M,Rural,7.0,28.0,130.0,16.6,Normal,128,4.7,21,7
1124,Kedah,M,Rural,7.0,18.5,127.5,11.4,Severe thinness,118,4.6,27,3
1125,Kedah,M,Rural,7.0,18.0,110.0,14.9,Normal,133,4.6,25,3
1126,Kedah,M,Urban,7.0,16.0,118.0,11.5,Severe thinness,121,5.1,24,9
1127,Kedah,M,Urban,7.0,24.0,119.0,16.9,Normal,106,5.0,27,9
1128,Kedah,M,Rural,7.0,19.0,111.0,15.4,Normal,90,4.7,32,6
1129,Kedah,M,Rural,7.0,21.0,118.0,15.1,Normal,125,4.6,22,6
1130,Kedah,M,Rural,7.0,20.0,108.0,17.1,Overweight,110,3.0,27,1
1131,Kedah,M,Rural,7.0,22.0,122.0,14.8,Normal,123,4.5,22,5
1132,Kedah,M,Rural,7.0,27.0,120.0,18.8,Overweight,107,4.7,28,5
1133,Kedah,M,Rural,7.1,23.0,120.0,16.0,Normal,98,4.4,24,7
1134,Kedah,M,Rural,7.0,26.5,115.5,19.9,Obesity,105,4.4,11,8
1135,Kedah,M,Rural,7.1,17.4,118.0,12.5,Thinness,113,4.7,29,1
1136,Kedah,M,Rural,7.1,21.5,122.0,14.4,Normal,107,4.6,27,3
1137,Kedah,M,Urban,7.1,18.0,115.0,13.6,Normal,94,4.7,30,4
1138,Kedah,M,Urban,7.1,19.1,122.0,12.8,Thinness,109,5.0,27,6
1139,Kedah,M,Urban,7.0,20.0,120.0,13.9,Normal,107,5.1,26,8
1140,Kedah,M,Urban,7.1,21.0,120.5,14.5,Normal,95,4.6,27,5
1141,Kedah,M,Urban,7.1,17.4,117.0,12.7,Thinness,95,4.7,22,9
1142,Kedah,M,Urban,7.1,21.6,116.0,16.1,Normal,108,5.3,26,8
1143,Kedah,M,Urban,7.1,27.5,125.5,17.5,Overweight,98,4.8,28,5
1144,Kedah,M,Rural,7.1,19.0,116.0,14.1,Normal,79,4.8,26,8
1145,Kedah,M,Urban,7.1,20.8,116.0,15.4,Normal,110,4.7,27,1
1146,Kedah,M,Urban,7.1,23.3,122.0,15.7,Normal,102,5.1,28,6
1147,Kedah,M,Urban,7.1,22.5,106.0,20.0,Obesity,90,5.1,33,4
1148,Kedah,M,Rural,7.1,20.0,116.0,14.9,Normal,108,5.0,25,6
1149,Kedah,M,Urban,7.1,23.0,116.0,17.1,Overweight,105,4.5,22,4
1150,Kedah,M,Urban,7.1,23.0,117.8,16.6,Normal,97,5.1,33,3
1151,Kedah,M,Rural,7.0,18.0,114.0,13.9,Normal,113,4.6,22,2
1152,Kedah,M,Rural,7.1,35.0,127.0,21.7,Obesity,89,4.9,24,8
1153,Kedah,M,Rural,7.0,20.0,118.0,14.4,Normal,102,5.5,24,9
1154,Kedah,M,Urban,7.1,19.5,114.5,14.9,Normal,100,5.1,31,1
1155,Kedah,M,Urban,7.0,22.0,113.0,17.2,Overweight,104,4.9,25,4
1156,Kedah,M,Urban,7.1,18.0,120.0,12.5,Thinness,95,5.2,31,3
1157,Kedah,M,Urban,7.1,20.0,121.0,13.7,Normal,109,4.9,23,4
1158,Kedah,M,Urban,7.0,21.0,121.0,14.3,Normal,118,5.5,27,2
1159,Kedah,M,Urban,7.1,18.5,113.0,14.5,Normal,103,5.2,31,1
1160,Kedah,M,Urban,7.1,24.0,125.0,15.4,Normal,103,5.1,28,2
1161,Kedah,M,Urban,7.1,16.5,111.5,13.3,Normal,96,5.8,36,2
1162,Kedah,M,Rural,7.1,24.0,119.0,16.9,Normal,111,5.2,21,6
1163,Kedah,M,Urban,7.1,23.0,116.0,17.1,Overweight,103,4.7,25,1
1164,Kedah,M,Rural,7.0,20.5,111.0,16.6,Normal,97,5.0,16,8
1165,Kedah,M,Urban,7.0,14.6,101.7,14.1,Normal,102,6.0,23,8
1166,Kedah,M,Rural,7.1,20.3,119.8,14.1,Normal,104,5.2,24,5
1167,Kedah,M,Urban,7.1,17.4,119.0,12.3,Thinness,95,4.9,20,6
1168,Kedah,M,Urban,7.0,19.0,116.0,14.1,Normal,108,5.7,19,7
1169,Kedah,M,Rural,7.0,15.0,108.0,12.9,Thinness,81,4.8,28,1
1170,Kedah,M,Rural,7.0,27.6,119.0,19.5,Obesity,93,5.0,19,6
1171,Kedah,M,Rural,7.0,25.0,104.0,23.1,Obesity,72,5.5,24,8
1172,Kedah,M,Rural,7.1,27.0,121.0,18.4,Overweight,97,4.7,20,1
1173,Kedah,M,Urban,7.1,22.0,116.0,16.3,Normal,92,4.9,24,2
1174,Kedah,M,Urban,7.0,21.0,81.0,32.0,Obesity,97,6.0,21,7
1175,Kedah,M,Rural,7.1,17.0,112.0,13.6,Normal,77,5.6,31,1
1176,Kedah,M,Rural,7.1,24.0,120.0,16.7,Normal,96,6.2,21,7
1177,Kedah,M,Urban,7.1,17.5,115.5,13.1,Thinness,100,5.2,25,1
1178,Kedah,M,Urban,7.0,40.0,126.0,25.2,Obesity,80,4.8,24,2
1179,Kedah,M,Urban,7.0,27.7,126.0,17.4,Overweight,84,4.8,23,1
1180,Kedah,M,Rural,7.1,16.5,107.5,14.3,Normal,55,6.2,28,2
1181,Kedah,M,Urban,7.1,18.7,110.5,15.3,Normal,91,5.1,20,2
1182,Kedah,M,Rural,7.0,19.0,113.0,14.9,Normal,80,5.7,22,4
1183,Kedah,M,Urban,7.0,20.0,119.0,14.1,Normal,60,6.1,24,1
1184,Kedah,M,Rural,7.1,23.2,121.5,15.7,Normal,81,5.7,9,1
1185,Kelantan,M,Urban,7.0,15.0,110.0,12.4,Thinness,127,4.6,23,9
1186,Kelantan,M,Rural,7.0,21.0,121.0,14.3,Normal,102,4.4,32,6
1187,Kelantan,M,Rural,7.0,21.0,122.5,14.0,Normal,115,4.4,23,10
1188,Kelantan,M,Rural,7.0,24.0,118.9,17.0,Overweight,104,4.8,32,7
1189,Kelantan,M,Urban,7.0,21.0,120.0,14.6,Normal,113,5.0,30,8
1190,Kelantan,M,Rural,7.0,18.0,118.0,12.9,Thinness,120,4.7,30,3
1191,Kelantan,M,Rural,7.1,27.5,118.5,19.6,Obesity,100,4.7,31,7
1192,Kelantan,M,Rural,7.0,29.1,120.8,19.9,Obesity,112,4.6,28,6
1193,Kelantan,M,Rural,7.1,15.5,108.5,13.2,Normal,117,4.6,21,9
1194,Kelantan,M,Rural,7.1,18.0,111.0,14.6,Normal,138,5.4,31,5
1195,Kelantan,M,Rural,7.1,16.6,111.0,13.5,Normal,119,4.6,30,1
1196,Kelantan,M,Urban,7.0,19.9,116.0,14.8,Normal,120,5.0,30,5
1197,Kelantan,M,Urban,7.0,20.0,125.0,12.8,Thinness,102,5.2,29,10
1198,Kelantan,M,Urban,7.1,21.2,114.0,16.3,Normal,142,3.8,22,2
1199,Kelantan,M,Urban,7.0,23.0,117.5,16.7,Normal,107,5.4,33,7
1200,Kelantan,M,Urban,7.1,24.0,118.0,17.2,Overweight,103,5.4,35,7
1201,Kelantan,M,Rural,7.1,17.3,108.0,14.8,Normal,100,3.9,28,3
1202,Kelantan,M,Rural,7.1,21.1,118.5,15.0,Normal,97,4.9,30,7
1203,Kelantan,M,Urban,7.0,20.0,115.0,15.1,Normal,109,5.4,30,8
1204,Kelantan,M,Rural,7.0,19.5,118.0,14.0,Normal,101,4.6,26,7
1205,Kelantan,M,Urban,7.1,17.0,112.0,13.6,Normal,110,5.1,30,6
1206,Kelantan,M,Urban,7.1,19.0,116.5,14.0,Normal,87,4.8,28,8
1207,Kelantan,M,Urban,7.0,29.0,126.0,18.3,Overweight,116,5.3,26,8
1208,Kelantan,M,Rural,7.1,21.0,114.0,16.2,Normal,72,4.5,30,6
1209,Kelantan,M,Rural,7.1,20.0,119.0,14.1,Normal,97,4.8,28,7
1210,Kelantan,M,Rural,7.1,20.0,122.0,13.4,Normal,125,5.5,33,2
1211,Kelantan,M,Urban,7.1,11.0,115.0,8.3,Severe thinness,114,5.6,26,9
1212,Kelantan,M,Rural,7.0,23.0,118.0,16.5,Normal,94,4.7,30,4
1213,Kelantan,M,Rural,7.0,17.0,113.0,13.3,Normal,127,4.8,23,4
1214,Kelantan,M,Rural,7.0,20.5,122.0,13.8,Normal,99,5.0,30,5
1215,Kelantan,M,Rural,7.1,18.0,109.0,15.2,Normal,97,5.2,28,8
1216,Kelantan,M,Rural,7.0,25.0,130.0,14.8,Normal,91,4.5,27,4
1217,Kelantan,M,Urban,7.1,19.0,114.0,14.6,Normal,110,4.4,23,3
1218,Kelantan,M,Rural,7.0,19.0,119.0,13.4,Normal,102,5.0,22,9
1219,Kelantan,M,Rural,7.0,19.5,120.0,13.5,Normal,65,4.8,27,8
1220,Kelantan,M,Urban,7.0,20.3,118.3,14.5,Normal,115,4.9,27,1
1221,Kelantan,M,Rural,7.1,18.0,115.0,13.6,Normal,91,4.1,25,3
1222,Kelantan,M,Urban,7.0,21.2,116.0,15.8,Normal,109,5.0,26,5
1223,Kelantan,M,Rural,7.0,20.0,120.0,13.9,Normal,102,5.4,30,5
1224,Kelantan,M,Rural,7.1,20.5,118.0,14.7,Normal,105,4.5,22,4
1225,Kelantan,M,Rural,7.1,16.1,113.2,12.5,Thinness,122,7.0,29,3
1226,Kelantan,M,Rural,7.0,25.0,114.0,19.2,Obesity,115,4.5,22,1
1227,Kelantan,M,Urban,7.0,19.0,117.0,13.9,Normal,108,10.0,34,1
1228,Kelantan,M,Rural,7.0,19.0,114.5,14.5,Normal,71,5.8,30,8
1229,Kelantan,M,Rural,7.0,27.3,119.5,19.1,Obesity,89,5.4,31,5
1230,Kelantan,M,Urban,7.0,17.0,115.0,12.9,Thinness,112,5.1,17,6
1231,Kelantan,M,Urban,7.0,16.0,108.0,13.7,Normal,87,4.5,20,5
1232,Kelantan,M,Rural,7.1,20.0,119.5,14.0,Normal,100,5.0,26,3
1233,Kelantan,M,Rural,7.1,18.0,109.0,15.2,Normal,104,5.4,27,4
1234,Kelantan,M,Rural,7.1,15.0,109.0,12.6,Thinness,82,5.2,26,7
1235,Kelantan,M,Rural,7.1,20.6,120.0,14.3,Normal,111,5.4,28,1
1236,Kelantan,M,Rural,7.1,22.0,140.0,11.2,Severe thinness,117,5.0,23,1
1237,Kelantan,M,Urban,7.1,26.3,125.8,16.6,Normal,107,4.8,16,2
1238,Kelantan,M,Rural,7.1,23.0,123.0,15.2,Normal,94,4.5,20,2
1239,Kelantan,M,Rural,7.1,24.0,120.0,16.7,Normal,96,5.6,24,6
1240,Kelantan,M,Urban,7.0,20.0,117.0,14.6,Normal,57,5.0,27,3
1241,Kelantan,M,Rural,7.1,32.7,117.5,23.7,Obesity,75,5.4,26,6
1242,Kelantan,M,Rural,7.1,15.0,107.0,13.1,Thinness,75,5.5,27,5
1243,Kelantan,M,Urban,7.1,21.1,118.0,15.2,Normal,83,4.8,24,2
1244,Kelantan,M,Rural,7.1,22.0,121.0,15.0,Normal,83,4.8,22,3
1245,Kelantan,M,Urban,7.0,31.0,124.0,20.2,Obesity,80,6.0,25,6
1246,Kelantan,M,Urban,7.1,18.6,112.1,14.8,Normal,107,5.2,11,1
1247,Kelantan,M,Rural,7.1,18.9,122.0,12.7,Thinness,80,5.7,23,4
1248,Kelantan,M,Rural,7.1,16.1,113.4,12.5,Thinness,72,4.9,21,1
1249,Kelantan,M,Urban,7.1,18.5,114.0,14.2,Normal,96,5.6,23,1
1250,Kelantan,M,Rural,7.1,24.1,116.4,17.8,Overweight,66,5.8,20,4
1251,Kelantan,M,Rural,7.0,19.6,120.0,13.6,Normal,81,6.5,20,1
1252,Kuala Lumpur,M,Urban,7.1,17.3,112.0,13.8,Normal,142,4.7,23,8
1253,Kuala Lumpur,M,Urban,7.1,20.1,116.9,14.7,Normal,136,4.0,25,4
1254,Kuala Lumpur,M,Urban,7.1,23.8,129.0,14.3,Normal,106,4.0,30,5
1255,Kuala Lumpur,M,Urban,7.1,23.5,122.5,15.7,Normal,142,4.3,26,3
1256,Kuala Lumpur,M,Urban,7.0,24.0,120.0,16.7,Normal,111,4.7,27,8
1257,Kuala Lumpur,M,Urban,7.0,24.0,121.5,16.3,Normal,127,4.6,10,10
1258,Kuala Lumpur,M,Urban,7.0,19.0,123.0,12.6,Thinness,113,4.8,25,8
1259,Kuala Lumpur,M,Urban,7.1,20.0,119.4,14.0,Normal,111,4.5,23,8
1260,Kuala Lumpur,M,Urban,7.1,41.4,126.5,25.9,Obesity,100,4.9,29,8
